stmt_ref,original_trade_ref,isin,security_desc,qty,exec_price,trade_dt,settle_dt,cycle,custodian_code,custodian_name,exch,direction,ccy
CS-TRD-00616,TRD-00616,INE361B01024,CANARA BANK,19,109.1898,2026-06-18,2026-06-18,T0,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00617,TRD-00617,INE726G01019,TRENT,170,5876.9106,2026-06-18,2026-06-19,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00618,TRD-00618,INE883A01011,FINOLEX CABLES,3200,921.0770,2026-06-18,2026-06-19,T1,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00619,TRD-00619,INE238A01034,AXIS BANK,75,1076.5617,2026-06-18,2026-06-18,T0,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00620,TRD-00620,INE545U01014,NAZARA TECHNOLOGIES,4000,822.6845,2026-06-18,2026-06-19,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00621,TRD-00621,INE528G01035,SHRIRAM FINANCE,17,2438.2607,2026-06-18,2026-06-19,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00622,TRD-00622,INE047A01021,TITAN COMPANY,3400,3406.0639,2026-06-18,2026-06-19,T1,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00623,TRD-00623,INE101A01026,KOTAK MAHINDRA BANK,750,1783.2973,2026-06-18,2026-06-19,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00624,TRD-00624,INE040A01034,HDFC BANK,85,1624.8977,2026-06-18,2026-06-19,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00625,TRD-00625,INE00IN01015,PAYTM (ONE97),2200,425.0886,2026-06-18,2026-06-19,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00626,TRD-00626,INE03VK01010,CARTRADE TECH,1500,582.5107,2026-06-18,2026-06-19,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00627,TRD-00627,INE917I01010,AVENUE SUPERMARTS (DMART),6000,3642.6533,2026-06-18,2026-06-18,T0,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00628,TRD-00628,INE124N01016,ANGEL ONE,3600,2290.3035,2026-06-18,2026-06-19,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00629,TRD-00629,INE00WK01013,ROUTE MOBILE,50,1344.7167,2026-06-18,2026-06-19,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00630,TRD-00630,INE795G01014,POWER GRID CORPORATION,300,295.8777,2026-06-18,2026-06-19,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00631,TRD-00631,INE002A01018,RELIANCE INDUSTRIES,9000,2992.2364,2026-06-18,2026-06-18,T0,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00632,TRD-00632,INE047A01021,TITAN COMPANY,7000,3276.7501,2026-06-18,2026-06-19,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00633,TRD-00633,INE002A01018,RELIANCE INDUSTRIES,50,2805.4520,2026-06-18,2026-06-19,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00634,TRD-00634,INE726G01019,TRENT,550,5936.3078,2026-06-18,2026-06-18,T0,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00635,TRD-00635,INE092T01019,ZOMATO,1000,243.0462,2026-06-18,2026-06-19,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00636,TRD-00636,INE148I01020,POLICYBAZAAR (PB FINTECH),3,1830.5536,2026-06-19,2026-06-22,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00637,TRD-00637,INE259A01022,GODREJ CONSUMER PRODUCTS,50,1294.1634,2026-06-19,2026-06-22,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00638,TRD-00638,INE238A01034,AXIS BANK,500,1058.7277,2026-06-19,2026-06-22,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00639,TRD-00639,INE059B01024,RAIN INDUSTRIES,700,147.3980,2026-06-19,2026-06-22,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00640,TRD-00640,INE483S01020,LATENT VIEW ANALYTICS,200,487.5161,2026-06-19,2026-06-22,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00641,TRD-00641,INE059B01024,RAIN INDUSTRIES,200,130.4725,2026-06-19,2026-06-22,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00642,TRD-00642,INE002A01018,RELIANCE INDUSTRIES,500,3049.6961,2026-06-19,2026-06-19,T0,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00643,TRD-00643,INE752E01010,PIDILITE INDUSTRIES,7,2964.7786,2026-06-19,2026-06-22,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00644,TRD-00644,INE550C01020,TV TODAY NETWORK,1300,223.4638,2026-06-19,2026-06-22,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00645,TRD-00645,INE021A01026,ASIAN PAINTS,8000,3039.1763,2026-06-19,2026-06-22,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00646,TRD-00646,INE176A01028,BAJAJ FINANCE,7000,7449.4530,2026-06-19,2026-06-22,T1,BC-001,SBI Cap Securities (Custodian),BSE,SELL,INR
CS-TRD-00647,TRD-00647,INE795G01014,POWER GRID CORPORATION,475,324.2747,2026-06-19,2026-06-22,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00648,TRD-00648,INE176A01028,BAJAJ FINANCE,3600,7389.6840,2026-06-19,2026-06-22,T1,BC-001,SBI Cap Securities (Custodian),BSE,SELL,INR
CS-TRD-00649,TRD-00649,INE259A01022,GODREJ CONSUMER PRODUCTS,550,1341.9680,2026-06-19,2026-06-19,T0,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00650,TRD-00650,INE090A01021,ICICI BANK,4362,1186.7438,2026-06-19,2026-06-22,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00651,TRD-00651,INE397D01024,BHARAT FORGE,275,1334.7274,2026-06-19,2026-06-22,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00652,TRD-00652,INE361B01024,CANARA BANK,70,111.6651,2026-06-19,2026-06-19,T0,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00653,TRD-00653,INE121A01024,CHOLAMANDALAM INVESTMENT,55,1443.3752,2026-06-19,2026-06-19,T0,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00654,TRD-00654,INE483S01020,LATENT VIEW ANALYTICS,19,511.0193,2026-06-19,2026-06-22,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00655,TRD-00655,INE00IN01015,PAYTM (ONE97),45,394.9321,2026-06-19,2026-06-22,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00656,TRD-00656,INE002A01018,RELIANCE INDUSTRIES,900,2792.4670,2026-06-19,2026-06-19,T0,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00657,TRD-00657,INE047A01021,TITAN COMPANY,1000,3152.0296,2026-06-19,2026-06-19,T0,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00658,TRD-00658,INE040A01034,HDFC BANK,2600,1639.3763,2026-06-19,2026-06-22,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00659,TRD-00659,INE059B01024,RAIN INDUSTRIES,550,156.7849,2026-06-19,2026-06-22,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00660,TRD-00660,INE044A01036,DABUR INDIA,2000,576.4467,2026-06-19,2026-06-22,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00661,TRD-00661,INE628A01036,ULTRATECH CEMENT,1300,9738.3590,2026-06-19,2026-06-19,T0,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00662,TRD-00662,INE129A01019,GAIL (INDIA),2000,187.3004,2026-06-19,2026-06-22,T1,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00663,TRD-00663,INE101A01026,KOTAK MAHINDRA BANK,73,1913.5106,2026-06-19,2026-06-22,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00664,TRD-00664,INE140A01024,BANK OF BARODA,160,247.2717,2026-06-19,2026-06-19,T0,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00665,TRD-00665,INE104S01021,UJJIVAN SFB,3800,47.8075,2026-06-19,2026-06-22,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00666,TRD-00666,INE062A01020,STATE BANK OF INDIA,3000,807.7232,2026-06-19,2026-06-22,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00667,TRD-00667,INE148O01018,EID PARRY (INDIA),2200,714.2584,2026-06-19,2026-06-22,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00668,TRD-00668,INE019A01038,WIPRO,50,471.7082,2026-06-19,2026-06-22,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00669,TRD-00669,INE761H01022,AFFLE (INDIA),175,1186.3034,2026-06-19,2026-06-22,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00670,TRD-00670,INE00WK01013,ROUTE MOBILE,2400,1547.5723,2026-06-19,2026-06-22,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00671,TRD-00671,INE761H01022,AFFLE (INDIA),100,1062.4821,2026-06-19,2026-06-22,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00672,TRD-00672,INE002A01018,RELIANCE INDUSTRIES,8,2879.5147,2026-06-19,2026-06-19,T0,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00673,TRD-00673,INE059B01024,RAIN INDUSTRIES,2600,139.5836,2026-06-19,2026-06-22,T1,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00674,TRD-00674,INE021A01026,ASIAN PAINTS,1400,2846.2802,2026-06-19,2026-06-19,T0,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00675,TRD-00675,INE002A01018,RELIANCE INDUSTRIES,7000,3042.4925,2026-06-19,2026-06-22,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00676,TRD-00676,INE030A01027,HINDUSTAN UNILEVER,150,2502.8245,2026-06-19,2026-06-22,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00677,TRD-00677,INE259A01022,GODREJ CONSUMER PRODUCTS,4000,1201.4860,2026-06-19,2026-06-22,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00678,TRD-00678,INE00IN01015,PAYTM (ONE97),19,428.3268,2026-06-19,2026-06-22,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00679,TRD-00679,INE03VK01010,CARTRADE TECH,25,644.9241,2026-06-19,2026-06-22,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00680,TRD-00680,INE044A01036,DABUR INDIA,40,577.7961,2026-06-19,2026-06-22,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00681,TRD-00681,INE059B01024,RAIN INDUSTRIES,1800,155.0337,2026-06-19,2026-06-22,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00682,TRD-00682,INE124N01016,ANGEL ONE,1400,2276.4573,2026-06-19,2026-06-22,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00683,TRD-00683,INE009A01021,INFOSYS,16,1565.6282,2026-06-22,2026-06-23,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00684,TRD-00684,INE576I01022,GRINDWELL NORTON,10,2045.4281,2026-06-22,2026-06-23,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00685,TRD-00685,INE154A01025,ITC,450,430.7102,2026-06-22,2026-06-22,T0,BC-001,SBI Cap Securities (Custodian),BSE,SELL,INR
CS-TRD-00686,TRD-00686,INE021A01026,ASIAN PAINTS,90,3034.7583,2026-06-22,2026-06-23,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00687,TRD-00687,INE021A01026,ASIAN PAINTS,200,3080.1826,2026-06-22,2026-06-23,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00688,TRD-00688,INE545U01014,NAZARA TECHNOLOGIES,1600,862.3134,2026-06-22,2026-06-23,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00689,TRD-00689,INE00WK01013,ROUTE MOBILE,9,1488.8710,2026-06-22,2026-06-23,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00690,TRD-00690,INE669E01016,BHARTI AIRTEL,9000,1589.7224,2026-06-22,2026-06-23,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00691,TRD-00691,INE160A01022,NESTLE INDIA,10,2478.1668,2026-06-22,2026-06-23,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00692,TRD-00692,INE550C01020,TV TODAY NETWORK,4,235.0627,2026-06-22,2026-06-23,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00693,TRD-00693,INE205A01025,SIEMENS,45,6323.4746,2026-06-22,2026-06-23,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00694,TRD-00694,INE361B01024,CANARA BANK,600,102.2052,2026-06-22,2026-06-23,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00695,TRD-00695,INE002A01018,RELIANCE INDUSTRIES,75,2855.4549,2026-06-22,2026-06-22,T0,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00696,TRD-00696,INE018A01030,LARSEN & TOUBRO,20,3529.8119,2026-06-22,2026-06-22,T0,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00697,TRD-00697,INE059B01024,RAIN INDUSTRIES,100,125.8458,2026-06-22,2026-06-23,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00698,TRD-00698,INE021A01026,ASIAN PAINTS,750,2998.1434,2026-06-22,2026-06-23,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00699,TRD-00699,INE148I01020,POLICYBAZAAR (PB FINTECH),2200,1677.2010,2026-06-22,2026-06-23,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00700,TRD-00700,INE040A01034,HDFC BANK,150,1615.2677,2026-06-22,2026-06-23,T1,BC-001,SBI Cap Securities (Custodian),BSE,SELL,INR
CS-TRD-00701,TRD-00701,INE140A01024,BANK OF BARODA,180,264.5918,2026-06-22,2026-06-23,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00702,TRD-00702,INE009A01021,INFOSYS,500,1629.3025,2026-06-22,2026-06-22,T0,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00703,TRD-00703,INE059B01024,RAIN INDUSTRIES,1800,126.8223,2026-06-22,2026-06-23,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00704,TRD-00704,INE00WK01013,ROUTE MOBILE,8000,1409.0144,2026-06-22,2026-06-23,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00705,TRD-00705,INE062A01020,STATE BANK OF INDIA,400,836.9045,2026-06-22,2026-06-23,T1,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00706,TRD-00706,INE00IN01015,PAYTM (ONE97),5000,444.7793,2026-06-22,2026-06-23,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00707,TRD-00707,INE009A01021,INFOSYS,800,1576.1234,2026-06-22,2026-06-23,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00708,TRD-00708,INE090A01021,ICICI BANK,7,1154.3120,2026-06-22,2026-06-23,T1,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00709,TRD-00709,INE545U01014,NAZARA TECHNOLOGIES,90,859.3793,2026-06-22,2026-06-23,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00710,TRD-00710,INE397D01024,BHARAT FORGE,200,1231.1016,2026-06-22,2026-06-22,T0,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00711,TRD-00711,INE883A01011,FINOLEX CABLES,75,855.5317,2026-06-22,2026-06-23,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00712,TRD-00712,INE883A01011,FINOLEX CABLES,8,955.1945,2026-06-22,2026-06-23,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00713,TRD-00713,INE021A01026,ASIAN PAINTS,10000,2851.2068,2026-06-22,2026-06-23,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00714,TRD-00714,INE585B01010,MARUTI SUZUKI,35,12600.3960,2026-06-22,2026-06-23,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00715,TRD-00715,INE044A01036,DABUR INDIA,20,561.9115,2026-06-22,2026-06-23,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00716,TRD-00716,INE104S01021,UJJIVAN SFB,150,41.4110,2026-06-22,2026-06-23,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00717,TRD-00717,INE030A01027,HINDUSTAN UNILEVER,10,2613.8881,2026-06-22,2026-06-23,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00718,TRD-00718,INE002A01018,RELIANCE INDUSTRIES,3200,2957.7075,2026-06-22,2026-06-23,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00719,TRD-00719,INE047A01021,TITAN COMPANY,160,3344.8199,2026-06-22,2026-06-23,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00720,TRD-00720,INE795G01014,POWER GRID CORPORATION,100,339.3302,2026-06-22,2026-06-23,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00721,TRD-00721,INE216A01030,BHARAT ELECTRONICS,100,297.4411,2026-06-22,2026-06-23,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00722,TRD-00722,INE576I01022,GRINDWELL NORTON,12,1985.5194,2026-06-22,2026-06-23,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00723,TRD-00723,INE752E01010,PIDILITE INDUSTRIES,60,2924.9222,2026-06-22,2026-06-22,T0,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00724,TRD-00724,INE062A01020,STATE BANK OF INDIA,1400,797.8876,2026-06-22,2026-06-23,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00725,TRD-00725,INE361B01024,CANARA BANK,350,115.0074,2026-06-22,2026-06-23,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00726,TRD-00726,INE154A01025,ITC,1000,440.8083,2026-06-22,2026-06-23,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00727,TRD-00727,INE021A01026,ASIAN PAINTS,300,3092.6668,2026-06-22,2026-06-23,T1,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00728,TRD-00728,INE030A01027,HINDUSTAN UNILEVER,250,2383.3328,2026-06-22,2026-06-23,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00729,TRD-00729,INE092T01019,ZOMATO,250,240.1818,2026-06-22,2026-06-22,T0,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00730,TRD-00730,INE090A01021,ICICI BANK,475,1230.4931,2026-06-23,2026-06-24,T1,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00731,TRD-00731,INE002A01018,RELIANCE INDUSTRIES,275,2880.2746,2026-06-23,2026-06-24,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00732,TRD-00732,INE176A01028,BAJAJ FINANCE,16,7313.4334,2026-06-23,2026-06-24,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00733,TRD-00733,INE205A01025,SIEMENS,8000,5992.4092,2026-06-23,2026-06-24,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00734,TRD-00734,INE104S01021,UJJIVAN SFB,125,43.0177,2026-06-23,2026-06-24,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00735,TRD-00735,INE090A01021,ICICI BANK,150,1295.8468,2026-06-23,2026-06-24,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00736,TRD-00736,INE148I01020,POLICYBAZAAR (PB FINTECH),1200,1836.9576,2026-06-23,2026-06-24,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00737,TRD-00737,INE148I01020,POLICYBAZAAR (PB FINTECH),65,1868.0303,2026-06-23,2026-06-24,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00738,TRD-00738,INE009A01021,INFOSYS,75,1574.0910,2026-06-23,2026-06-24,T1,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00739,TRD-00739,INE040A01034,HDFC BANK,2400,1702.3776,2026-06-23,2026-06-24,T1,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00740,TRD-00740,INE216A01030,BHARAT ELECTRONICS,125,338.8751,2026-06-23,2026-06-24,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00741,TRD-00741,INE062A01020,STATE BANK OF INDIA,275,811.7441,2026-06-23,2026-06-24,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00742,TRD-00742,INE550C01020,TV TODAY NETWORK,100,183.8022,2026-06-23,2026-06-24,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00743,TRD-00743,INE545U01014,NAZARA TECHNOLOGIES,9000,865.3124,2026-06-23,2026-06-24,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00744,TRD-00744,INE397D01024,BHARAT FORGE,375,1167.4618,2026-06-23,2026-06-24,T1,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00745,TRD-00745,INE101A01026,KOTAK MAHINDRA BANK,30,1805.1885,2026-06-23,2026-06-24,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00746,TRD-00746,INE176A01028,BAJAJ FINANCE,700,7619.8792,2026-06-23,2026-06-24,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00747,TRD-00747,INE101A01026,KOTAK MAHINDRA BANK,466,1878.9344,2026-06-23,2026-06-23,T0,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00748,TRD-00748,INE148I01020,POLICYBAZAAR (PB FINTECH),300,1836.7803,2026-06-23,2026-06-24,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00749,TRD-00749,INE216A01030,BHARAT ELECTRONICS,120,297.0629,2026-06-23,2026-06-24,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00750,TRD-00750,INE669E01016,BHARTI AIRTEL,60,1590.4439,2026-06-23,2026-06-23,T0,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00751,TRD-00751,INE00WK01013,ROUTE MOBILE,4500,1392.4180,2026-06-23,2026-06-24,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00752,TRD-00752,INE121A01024,CHOLAMANDALAM INVESTMENT,120,1439.6858,2026-06-23,2026-06-24,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00753,TRD-00753,INE795G01014,POWER GRID CORPORATION,2500,337.3895,2026-06-23,2026-06-24,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00754,TRD-00754,INE002A01018,RELIANCE INDUSTRIES,4581,3040.8817,2026-06-23,2026-06-24,T1,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00755,TRD-00755,INE917I01010,AVENUE SUPERMARTS (DMART),180,3658.4380,2026-06-23,2026-06-24,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00756,TRD-00756,INE761H01022,AFFLE (INDIA),6000,1068.4962,2026-06-23,2026-06-24,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00757,TRD-00757,INE883A01011,FINOLEX CABLES,350,853.3823,2026-06-23,2026-06-24,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00758,TRD-00758,INE397D01024,BHARAT FORGE,435,1213.5516,2026-06-23,2026-06-24,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00759,TRD-00759,INE216A01030,BHARAT ELECTRONICS,1200,298.4851,2026-06-23,2026-06-24,T1,BC-001,SBI Cap Securities (Custodian),BSE,SELL,INR
CS-TRD-00760,TRD-00760,INE397D01024,BHARAT FORGE,1000,1317.1023,2026-06-23,2026-06-23,T0,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00761,TRD-00761,INE176A01028,BAJAJ FINANCE,95,7329.2798,2026-06-23,2026-06-24,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00762,TRD-00762,INE092T01019,ZOMATO,1200,237.7907,2026-06-23,2026-06-24,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00763,TRD-00763,INE030A01027,HINDUSTAN UNILEVER,900,2497.1757,2026-06-23,2026-06-23,T0,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00764,TRD-00764,INE03VK01010,CARTRADE TECH,9000,646.1813,2026-06-23,2026-06-24,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00765,TRD-00765,INE002A01018,RELIANCE INDUSTRIES,50,2875.1470,2026-06-23,2026-06-24,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00766,TRD-00766,INE883A01011,FINOLEX CABLES,45,923.9575,2026-06-23,2026-06-24,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00767,TRD-00767,INE528G01035,SHRIRAM FINANCE,800,2740.9906,2026-06-23,2026-06-24,T1,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00768,TRD-00768,INE124N01016,ANGEL ONE,300,2390.8272,2026-06-23,2026-06-24,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00769,TRD-00769,INE148I01020,POLICYBAZAAR (PB FINTECH),600,1615.8665,2026-06-23,2026-06-24,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
